순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도,
849,부산진구,범천동,,842-8,E마트문현점서측(E마트정문),유,7,21,119,129.0634978,35.14507796,E마트문현점서측(E마트정문)
1289,부산진구,범천동,,842-28,E마트문현점서측(E마트정문),유,4,9,37,129.062875,35.14484709,E마트문현점서측(E마트정문)
1293,부산진구,범천동,,842-39,E마트문현점서측(E마트정문),유,8,15,90,129.0627757,35.14494381,E마트문현점서측(E마트정문)
1295,부산진구,범천동,,842-28,E마트문현점서측(E마트정문),유,4,9,34,129.0628677,35.14503773,E마트문현점서측(E마트정문)
2481,해운대구,재송동,,1005-75,E편한세상1차,유,7,20,127,129.1170457,35.17939942,E편한세상1차
2485,연제구,연산동,,산 20-65,E편한세상2차,유,4,12,49,129.1153083,35.18259361,E편한세상2차
2488,수영구,망미동,,45702,E편한세상3차,유,8,20,162,129.1157602,35.18153125,E편한세상3차
2518,수영구,남천동,,22706,KBS앞,유,6,23,141,129.1093889,35.14413985,KBS앞
799,남구,용호동,,957,LG메트로133동(막힌3거리),유,8,21,115,129.1131843,35.13163497,LG메트로133동(막힌3거리)
800,남구,용호동,,957,LG메트로133동(막힌3거리),유,6,15,95,129.1133855,35.13175384,LG메트로133동(막힌3거리)
889,남구,용호동,,957,LG메트로133동(막힌3거리),유,6,14,87,129.1131542,35.13145373,LG메트로133동(막힌3거리)
890,남구,용호동,,957,LG메트로133동(막힌3거리),유,6,22,73,129.1133824,35.13153024,LG메트로133동(막힌3거리)
2280,사상구,학장동,,793-8,LG전자,유,6,16,102,128.9773555,35.13935583,LG전자
773,남구,용당동,,128-5,PPG코리아,유,,,,129.097862,35.11623272,PPG코리아
65,해운대구,반여동,,1167-1,SK아파트(부산골프고→혜화여중뒤),유,4,7,26,129.1124174,35.20456976,SK아파트(부산골프고→혜화여중뒤)
66,해운대구,반여동,,1167-1,SK아파트(부산골프고→혜화여중뒤),유,4,9,35,129.1125204,35.20447112,SK아파트(부산골프고→혜화여중뒤)
872,남구,대연동,,748,U.N.묘지,유,6,9,60,129.0955643,35.12644399,U.N.묘지
1306,부산진구,가야동,,10-100,가남초교,유,6,14,80,129.0444245,35.15372412,가남초교
3063,강서구,생곡동,,120-44,가달마을입구,유,9,24,204,128.8787978,35.13863824,가달마을입구
2978,강서구,죽동동,,546,가락 미곡처리장,유,3,7,24,128.8943672,35.19746609,가락 미곡처리장
2979,강서구,죽동동,,224,가락 미곡처리장,유,6,11,64,128.8945429,35.19749517,가락 미곡처리장
2931,강서구,죽림동,,745-2,가락 오봉주유소,유,6,13,79,128.9012323,35.1961836,가락 오봉주유소
2932,강서구,죽림동,,745-2,가락 오봉주유소,유,8,17,136,128.9010879,35.19608658,가락 오봉주유소
2933,강서구,죽림동,,741-1,가락 오봉주유소,유,8,16,131,128.901314,35.19604758,가락 오봉주유소
2973,강서구,죽동동,,487,가락 현대어린이집,유,11,17,104,128.8916868,35.2048689,가락 현대어린이집
2972,강서구,죽동동,,487,가락 화성조경,유,16,7,102,128.8912067,35.20663289,가락 화성조경
2971,강서구,죽동동,,487,가락LPG가스충전소,유,16,7,102,128.8905072,35.2091754,가락LPG가스충전소
2934,강서구,죽림동,,921-6,가락농협,유,8,17,133,128.902531,35.19502038,가락농협
3252,강서구,죽림동,,1113-4,가락중학교,유,8,17,137,128.904256,35.18918859,가락중학교
3253,강서구,죽림동,,8,가락중학교,유,8,17,139,128.9044516,35.19045436,가락중학교
3207,강서구,봉림동,,1062-1,가락초교해포분교,유,9,36,328,128.898658,35.16997273,가락초교해포분교
2980,강서구,죽림동,,623-2,가락초등학교,유,6,7,41,128.8970521,35.19626251,가락초등학교
2981,강서구,죽림동,,623-2,가락초등학교,유,6,7,41,128.8970255,35.19617496,가락초등학교
2982,강서구,죽림동,,623-2,가락초등학교,유,6,7,44,128.8969219,35.19608533,가락초등학교
3523,사하구,하단동,,1166,가락타운323동앞,유,7,11,76,128.959188,35.10370157,가락타운323동앞
3688,사하구,하단동,,1181-25,가락타운3단지,유,7,16,106,128.960763,35.10033522,가락타운3단지
3689,사하구,하단동,,산53-1,가락타운3단지,유,7,17,110,128.9608087,35.10198958,가락타운3단지
1340,부산진구,가야동,,415-9,가산초등학교,유,6,13,77,129.0343942,35.14769365,가산초등학교
1300,부산진구,가야동,,386-106,가야1동국민아파트,유,6,10,57,129.0387578,35.15370762,가야1동국민아파트
1301,부산진구,가야동,,384-5,가야1동국민아파트,유,6,7,44,129.0389383,35.15392799,가야1동국민아파트
1302,부산진구,가야동,,384-5,가야1동국민아파트,유,6,9,53,129.0386539,35.15392632,가야1동국민아파트
1341,부산진구,가야동,,588,가야공원입구사거리,유,10,31,145,129.0298132,35.15114338,가야공원입구사거리
1342,부산진구,가야동,,588,가야공원입구사거리,유,6,13,76,129.0299431,35.15101672,가야공원입구사거리
1343,부산진구,가야동,,588,가야공원입구사거리,유,6,13,72,129.0299057,35.151335,가야공원입구사거리
1236,부산진구,가야동,,588,가야반도보라APT,유,4,12,44,129.0298813,35.15008587,가야반도보라APT
1258,부산진구,가야동,,588,가야반도보라APT,유,6,11,66,129.0299945,35.15000566,가야반도보라APT
1345,부산진구,가야동,,602-11,가야반도보라APT,유,5,14,63,129.0300421,35.14900681,가야반도보라APT
1265,부산진구,가야동,,374-3,가야삼거리(동의대),유,8,36,223,129.0362503,35.15449974,가야삼거리(동의대)
1513,부산진구,가야동,,30256,가야삼거리(동의대),유,8,38,309,129.0364584,35.15473346,가야삼거리(동의대)
1241,부산진구,가야동,,325-1,가야초등학교,유,6,14,79,129.0354779,35.15171265,가야초등학교
1242,부산진구,가야동,,325-1,가야초등학교,유,6,6,38,129.0354632,35.15187805,가야초등학교
1243,부산진구,가야동,,361-55,가야초등학교,유,6,8,47,129.037527,35.15170894,가야초등학교
1259,부산진구,가야동,,370-14,가야초등학교(진입),유,8,11,93,129.0366197,35.15347219,가야초등학교(진입)
3575,사하구,구평동,,487-3,간천중소조선공업4단지,유,8,21,174,128.9959802,35.05181709,간천중소조선공업4단지
978,남구,감만동,,45670,감만2동사무소,유,6,17,102,129.0846646,35.12280029,감만2동사무소
974,남구,우암동,,8,감만로타리,유,8,19,156,129.0809712,35.12177914,감만로타리
975,남구,우암동,,8,감만로타리,유,6,11,65,129.0812739,35.1215854,감만로타리
976,남구,우암동,,8,감만로타리,유,6,15,89,129.0811574,35.12171502,감만로타리
977,남구,우암동,,8,감만로타리,유,6,10,63,129.0811367,35.12187751,감만로타리
914,남구,감만동,,626,감만부두진입도로,유,8,25,195,129.072329,35.11035588,감만부두진입도로
980,남구,감만동,,1154-3,감만중,유,8,16,130,129.0885177,35.12466554,감만중
2175,사상구,감전동,,169-15,감전IC(남),유,6,15,92,128.9722624,35.15097589,감전IC(남)
2346,사상구,감전동,,174,감전IC(남),유,9,27,256,128.9720922,35.15112738,감전IC(남)
2176,사상구,감전동,,174,감전IC(북),유,7,15,102,128.9731842,35.15370921,감전IC(북)
2345,사상구,감전동,,174,감전IC(북),유,7,27,180,128.9730206,35.1538618,감전IC(북)
2197,사상구,괘법동,,122-30,감전교회,유,6,15,97,128.9835862,35.15777739,감전교회
2198,사상구,괘법동,,572-1,감전교회,유,6,13,77,128.9838602,35.15770687,감전교회
2264,사상구,괘법동,,122-30,감전교회,유,7,13,91,128.9836663,35.15756016,감전교회
2265,사상구,괘법동,,122-30,감전교회,유,7,13,93,128.9837361,35.15790391,감전교회
2174,사상구,감전동,,500-6,감전동 E마트,유,5,16,64,128.9701606,35.14243143,감전동 E마트
2251,사상구,감전동,,503-18,감전동 E마트,유,7,23,153,128.9699958,35.1422892,감전동 E마트
2348,사상구,감전동,,173-3,감전로타리,유,9,23,209,128.9695796,35.14450074,감전로타리
2349,사상구,감전동,,173-3,감전로타리,유,14,23,205,128.9697717,35.14474372,감전로타리
2350,사상구,감전동,,173-3,감전로타리,유,6,29,177,128.9697194,35.14540694,감전로타리
2169,사상구,괘법동,,577-10,감전배수장,유,5,13,59,128.9758744,35.15916901,감전배수장
2177,사상구,괘법동,,577-10,감전배수장,유,4,8,30,128.9757803,35.15928552,감전배수장
2178,사상구,괘법동,,577-10,감전배수장,유,4,7,27,128.9757256,35.1590781,감전배수장
2281,사상구,학장동,,772,감전소방PB,유,9,39,359,128.9769999,35.15161787,감전소방PB
2196,사상구,감전동,,174,감전초교,유,7,10,58,128.9888302,35.15628931,감전초교
3467,서구,아미동2가,,산22-8,감정초교,유,6,13,78,129.0107325,35.09740766,감정초교
3651,사하구,감천동,,195,감천꿈나무미술학원,유,8,24,193,129.0089676,35.08418575,감천꿈나무미술학원
3595,사하구,감천동,,197-13,감천남촌아파트,유,8,23,194,129.0094215,35.08294993,감천남촌아파트
3444,사하구,감천동,,463-4,감천사거리,유,6,22,110,129.0050696,35.08726429,감천사거리
3511,사하구,감천동,,463-4,감천사거리,유,8,10,58,129.0051492,35.08785828,감천사거리
3649,사하구,감천동,,406-2,감천사거리,유,6,26,151,129.0049237,35.08750219,감천사거리
3650,사하구,감천동,,838-25,감천사거리,유,6,26,163,129.0052577,35.08736318,감천사거리
3719,사하구,감천동,,612-10,감천삼거리,유,9,19,162,128.9932316,35.09211637,감천삼거리
3446,사하구,감천동,,406-2,감천소방PB,유,8,25,202,129.0055289,35.08603088,감천소방PB
3601,사하구,감천동,,858-6,감천여중,유,7,29,192,128.9997334,35.08961837,감천여중
3602,사하구,감천동,,858-6,감천여중,유,8,18,142,128.9997096,35.08941646,감천여중
3603,사하구,감천동,,708-4,감천여중,유,6,29,186,128.999951,35.08947856,감천여중
3500,사하구,구평동,,472-9,감천중소조선공업3단지,유,8,13,101,128.9953373,35.05768886,감천중소조선공업3단지
3596,사하구,구평동,,472-9,감천중소조선공업3단지,유,10,21,218,128.9951662,35.05749285,감천중소조선공업3단지
3435,사하구,감천동,,140-2,감천초교입구(원스탑마트),유,6,14,89,129.0059182,35.08447408,감천초교입구(원스탑마트)
3447,사하구,감천동,,31413,감천초교입구(원스탑마트),유,6,24,144,129.0057453,35.08477245,감천초교입구(원스탑마트)
3565,사하구,구평동,,486,감천터널,유,6,13,80,128.9951428,35.05337158,감천터널
3566,사하구,구평동,,486,감천터널,유,6,20,127,128.9953328,35.05331505,감천터널
3621,사하구,감천동,,808-20,감천한전사택,유,7,16,107,128.9954024,35.09144337,감천한전사택
3505,사하구,감천동,,38-14,감천항부두,유,7,20,118,128.9970447,35.0835449,감천항부두
3524,사하구,감천동,,759-14,감천항부두,유,8,9,68,128.9985187,35.084048,감천항부두
3525,사하구,감천동,,38-72,감천항부두,유,8,21,170,128.9979848,35.08417741,감천항부두
2935,강서구,죽림동,,962,강동교,유,8,22,173,128.9036058,35.19217458,강동교
2936,강서구,죽림동,,962,강동교,유,8,22,167,128.9037142,35.19193064,강동교
2937,강서구,죽림동,,1036-4,강동교,유,7,16,101,128.9038353,35.19208449,강동교
2776,강서구,죽림동,,962,강동교 주변 1지점,유,6,7,42,128.903293,35.19332419,강동교 주변 1지점
2989,강서구,강동동,,33635,강동교회,유,6,14,83,128.9086956,35.19206814,강동교회
3694,사하구,신평동,,25689,강동병원,유,7,22,151,128.9777145,35.08929051,강동병원
3251,강서구,강동동,,250-108,강동우체국,유,6,26,166,128.9329712,35.21954961,강동우체국
3676,사하구,다대동,,1515-1,강림기연,유,8,22,179,128.9570869,35.05631447,강림기연
3677,사하구,다대동,,1515-1,강림기연,유,5,13,66,128.9572817,35.05652371,강림기연
1158,동래구,안락동,,152-7,강림유치원,유,8,27,220,129.1071231,35.19137205,강림유치원
3217,강서구,대저2동,,20821,강변가든,유,8,43,318,128.9555311,35.15550749,강변가든
3669,사하구,하단동,,1159-6,강변현대아파트,유,10,29,304,128.9589466,35.11470152,강변현대아파트
3670,사하구,하단동,,1162,강변현대아파트,유,9,19,161,128.9593659,35.11487872,강변현대아파트
2738,강서구,대저1동,,35125,강서경기장,유,12,7,79,128.9738926,35.20766102,강서경기장
3031,강서구,대저1동,,2770,강서경기장,유,8,35,282,128.9742656,35.2075226,강서경기장
3210,강서구,명지동,,3201,강서경찰서입구,유,7,26,171,128.9071749,35.11786713,강서경찰서입구
3211,강서구,명지동,,3201,강서경찰서입구,유,5,14,54,128.9072772,35.11767048,강서경찰서입구
3231,강서구,대저1동,,20149,강서구청,유,4,8,31,128.9800799,35.21403066,강서구청
3232,강서구,대저1동,,31444,강서구청,유,4,7,30,128.9806055,35.21370145,강서구청
2866,강서구,생곡동,,125-1,강서청소시설관리사업소,유,6,18,101,128.8852701,35.13676315,강서청소시설관리사업소
2918,강서구,생곡동,,122-15,강서청소시설관리사업소,유,9,25,207,128.8808768,35.13793152,강서청소시설관리사업소
2919,강서구,생곡동,,126-39,강서청소시설관리사업소,유,7,28,170,128.8854682,35.13691969,강서청소시설관리사업소
2630,연제구,연산동,,630-17,강약국(연일시장),유,6,12,76,129.0846461,35.18571704,강약국(연일시장)
2631,연제구,연산동,,630-42,강약국(연일시장),유,6,13,82,129.0859527,35.18568026,강약국(연일시장)
2632,연제구,연산동,,635-6,강약국(연일시장),유,6,13,81,129.0857566,35.18568869,강약국(연일시장)
1282,부산진구,개금동,,593-40,개금1동사무소,유,7,12,81,129.0202468,35.15133575,개금1동사무소
1303,부산진구,개금동,,554-212,개금1동영림유치원,유,7,13,88,129.0216447,35.15050214,개금1동영림유치원
1309,부산진구,개금동,,461-6,개금LG아파트,유,6,18,113,129.0187363,35.15470642,개금LG아파트
2332,부산진구,개금동,,447-3,개금LG아파트,유,8,24,199,129.0164394,35.15391818,개금LG아파트
2333,부산진구,개금동,,461-6,개금LG아파트,유,9,25,216,129.0185394,35.15447816,개금LG아파트
1224,부산진구,개금동,,0,개금금강펜테리움,유,,,,129.020441,35.1519711,개금금강펜테리움
1244,부산진구,개금동,,530-34,개금금고어린이집 앞,유,6,13,75,129.0175641,35.14974213,개금금고어린이집 앞
1359,부산진구,개금동,,796,개금동 새마을금고 주변,유,8,37,303,129.0251036,35.15319149,개금동 새마을금고 주변
1251,부산진구,개금동,,487-2,개금로타리(백병원),유,6,13,77,129.0203689,35.15274044,개금로타리(백병원)
1512,부산진구,개금동,,487-2,개금로타리(백병원),유,7,31,198,129.0205763,35.15348605,개금로타리(백병원)
1444,부산진구,개금동,,26665,개금주공사거리,유,6,31,194,129.0313785,35.15897241,개금주공사거리
1445,부산진구,개금동,,26665,개금주공사거리,유,7,11,77,129.0318153,35.15886419,개금주공사거리
1446,부산진구,개금동,,26665,개금주공사거리,유,6,19,110,129.0316187,35.1596673,개금주공사거리
1441,부산진구,개금동,,219-3,개금초교삼거리,유,9,32,299,129.0226347,35.15562671,개금초교삼거리
1467,부산진구,범천동,,383-1,개성중(당감입구),유,7,32,207,129.0506126,35.1576792,개성중(당감입구)
1468,부산진구,범천동,,1589-238,개성중(당감입구),유,7,29,186,129.0504248,35.1574515,개성중(당감입구)
1469,부산진구,범천동,,373-10,개성중(당감입구),유,8,9,60,129.0503554,35.15720323,개성중(당감입구)
1470,부산진구,범천동,,1589-238,개성중(당감입구),유,6,31,196,129.05069,35.15732239,개성중(당감입구)
1471,부산진구,범천동,,1589-238,개성중(당감입구),유,6,30,184,129.0508789,35.15754282,개성중(당감입구)
1472,부산진구,범천동,,373-12,개성중(당감입구),유,4,6,24,129.0509717,35.15780046,개성중(당감입구)
1298,부산진구,개금동,,614-1,개원초교,유,6,12,72,129.0278391,35.1649208,개원초교
1278,부산진구,개금동,,573-10,개포초교,유,7,15,104,129.0275313,35.15835032,개포초교
1279,부산진구,개금동,,21217,개포초교,유,9,15,124,129.0273451,35.15886728,개포초교
1280,부산진구,개금동,,21916,개포초교,유,6,15,96,129.0270699,35.15965359,개포초교
1442,부산진구,개금동,,246-3,개포초교,유,9,32,271,129.0249648,35.15727219,개포초교
1443,부산진구,개금동,,573-10,개포초교,유,6,31,198,129.0274036,35.1580353,개포초교
2653,연제구,거제동,,1479,거성로타리,유,8,34,282,129.0673984,35.19161152,거성로타리
2654,연제구,거제동,,1434-64,거성로타리,유,7,15,97,129.0676643,35.19027995,거성로타리
2655,연제구,거제동,,900-6,거성로타리,유,8,29,234,129.0678249,35.19098965,거성로타리
2700,연제구,거제동,,605-5,거제1건널목,유,9,40,349,129.069139,35.18039465,거제1건널목
2651,연제구,거제동,,311-24,거제1동새마을금고,유,9,37,328,129.0779942,35.19134659,거제1동새마을금고
2652,연제구,거제동,,17533,거제1동새마을금고,유,10,39,382,129.0787661,35.19262942,거제1동새마을금고
2662,연제구,거제동,,1434-64,거제2동새마을금고,유,9,15,128,129.068039,35.18906082,거제2동새마을금고
